         17603381 function calls (16933937 primitive calls) in 69.669 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 weakrefs.py:28(WeakFunctionProxy)
        1    0.000    0.000    0.000    0.000 bz2.py:7(BZ2)
        1    0.000    0.000    0.000    0.000 python_api.py:318(ApproxSequenceLike)
        1    0.000    0.000    0.000    0.000 arpack.py:598(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(_UFuncInputCastingError)
        4    0.000    0.000    0.000    0.000 threadpoolctl.py:536(_format_docstring)
        2    0.000    0.000    0.000    0.000 baseplatform.py:130(wrapContextCheck)
        1    0.000    0.000    0.000    0.000 core_schema.py:1366(IsSubclassSchema)
        1    0.000    0.000    0.000    0.000 _encode.py:330(_NaNCounter)
        1    0.000    0.000    0.000    0.000 _fsdp_param_group.py:96(AllGatherState)
        1    0.000    0.000    0.000    0.000 guards.py:2217(DeletedGuardManagerWrapper)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1051(_recomputation_hook)
        1    0.000    0.000    0.000    0.000 guards.py:591(GuardCodeList)
        1    0.000    0.000    0.000    0.000 code_generator.py:83(enter_sub_region)
        1    0.000    0.000    0.000    0.000 single.py:2844(LieGroup)
        1    0.000    0.000    0.000    0.000 transforms.py:510(RandomApply)
        1    0.000    0.000    0.000    0.000 Ice_Endpoint_ice.py:243(OpaqueEndpointInfo)
        1    0.000    0.000    0.000    0.000 prompts.py:109(RichPromptDisplayHook)
        1    0.000    0.000    0.000    0.000 module.py:17(_ModuleAttributeName)
        1    0.000    0.000    0.000    0.000 function.py:395(OverloadedFunctionValue)
        1    0.000    0.000    0.000    0.000 resample.py:2033(TimedeltaIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 spatial_dropout.py:71(SpatialDropout2D)
        1    0.000    0.000    0.000    0.000 exceptions.py:81(NotCallableError)
        1    0.000    0.000    0.000    0.000 remat.py:8(RematScope)
        1    0.000    0.000    0.000    0.000 ffi.py:608(HashableDict)
        1    0.000    0.000    0.000    0.000 socketserver.py:640(_Threads)
        1    0.000    0.000    0.000    0.000 op_hint.py:157(OpHintArgumentTracker)
        1    0.000    0.000    0.000    0.000 training_distributed_v1.py:574(DistributionSingleWorkerTrainingLoop)
        1    0.000    0.000    0.000    0.000 auth.py:76(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 convolutional.py:2479(UpSampling1D)
        1    0.000    0.000    0.000    0.000 optimizer_v1.py:468(Adam)
        1    0.000    0.000    0.000    0.000 device_setter.py:32(_RoundRobinStrategy)
        1    0.000    0.000    0.000    0.000 save_options.py:93(SaveOptions)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:979(RunOptions)
        1    0.000    0.000    0.000    0.000 session.py:1492(_Callable)
        1    0.000    0.000    0.000    0.000 function.py:224(_DefinedFunctionDeleter)
        1    0.000    0.000    0.000    0.000 core.py:39(_NotOkStatusException)
        1    0.000    0.000    0.000    0.000 descriptor.py:815(OneofDescriptor)
        1    0.000    0.000    0.000    0.000 _guards.py:68(TraceId)
        1    0.000    0.000    0.000    0.000 __init__.py:142(_DeviceGuard)
        1    0.000    0.000    0.000    0.000 distributed.py:230(_BufferCommHook)
        1    0.000    0.000    0.000    0.000 constraints.py:330(_IntegerGreaterThan)
        1    0.000    0.000    0.000    0.000 protocols.py:441(SupportsIcon)
        1    0.000    0.000    0.000    0.000 util.py:435(TreeNode)
        1    0.000    0.000    0.000    0.000 traversal.py:4(Traversal)
        1    0.000    0.000    0.000    0.000 _builtin_funcs.py:350(WarpShuffleOp)
        1    0.000    0.000    0.000    0.000 capture.py:608(CaptureResult)
        1    0.000    0.000    0.000    0.000 logs.py:28(_LoggedFunction)
        1    0.000    0.000    0.000    0.000 graph.py:702(_AllowMutationOnSavedContext)
        1    0.000    0.000    0.000    0.000 _ops.py:488(_ModeStackStateForPreDispatch)
        1    0.000    0.000    0.000    0.000 events.py:618(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 lazy_factory.py:1207(InheritAsNoneMeta)
        1    0.000    0.000    0.000    0.000 IceGrid_Descriptor_ice.py:1906(ApplicationUpdateDescriptor)
        3    0.000    0.000    0.000    0.000 strategy_combinations.py:52(_version_chooser)
        2    0.000    0.000    0.000    0.000 __init__.py:9(__init__)
        6    0.000    0.000    0.000    0.000 core.py:846(__init__)
        9    0.000    0.000    0.000    0.000 _globals.py:58(__repr__)
        5    0.000    0.000    0.000    0.000 typing.py:445(__init_subclass__)
        1    0.000    0.000    0.000    0.000 __init__.py:99(InitErrorDetails)
        1    0.000    0.000    0.000    0.000 core_schema.py:2671(ChainSchema)
        1    0.000    0.000    0.000    0.000 inception.py:41(QuantizableInceptionA)
        1    0.000    0.000    0.000    0.000 codecache.py:3227(TritonFuture)
        1    0.000    0.000    0.000    0.000 single.py:732(Bernoulli)
        1    0.000    0.000    0.000    0.000 transforms.py:1224(InverseSineTransform)
        1    0.000    0.000    0.000    0.000 bessel.py:788(hankel2)
        1    0.000    0.000    0.000    0.000 polyutils.py:514(IntegerPowerable)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1494(Constraint)
        2    0.000    0.000    0.000    0.000 collection.py:409(imread_collection_wrapper)
        1    0.000    0.000    0.000    0.000 kcomponents.py:244(AntiAtlasView)
        1    0.000    0.000    0.000    0.000 backends.py:2107(_LazyArgsRepr)
        1    0.000    0.000    0.000    0.000 _interface.py:419(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 __init__.py:364(Listener)
        1    0.000    0.000    0.000    0.000 margins.py:69(NumberedMargin)
        1    0.000    0.000    0.000    0.000 containers.py:1019(Float)
        1    0.000    0.000    0.000    0.000 utils.py:129(cached_property)
        1    0.000    0.000    0.000    0.000 _hypotests.py:1696(TukeyHSDResult)
        1    0.000    0.000    0.000    0.000 _param_validation.py:606(_VerboseHelper)
        1    0.000    0.000    0.000    0.000 _base.py:96(_TransformedBoundsLocator)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1576(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 widgets.py:1872(Cursor)
        1    0.000    0.000    0.000    0.000 widgets.py:4099(Lasso)
        1    0.000    0.000    0.000    0.000 backend_tools.py:442(ToolXScale)
        1    0.000    0.000    0.000    0.000 core.py:5206(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 global_average_pooling3d.py:6(GlobalAveragePooling3D)
        1    0.000    0.000    0.000    0.000 init_ops_v2.py:204(Constant)
        1    0.000    0.000    0.000    0.000 convolution.py:35(ConvDimensionNumbers)
        1    0.000    0.000    0.000    0.000 core.py:2408(SomeTracer)
        1    0.000    0.000    0.000    0.000 errors.py:22(_JAXErrorMixin)
        1    0.000    0.000    0.000    0.000 core.py:1119(reset)
        1    0.000    0.000    0.000    0.000 number_types.py:110(Float32Flags)
        1    0.000    0.000    0.000    0.000 training_utils_v1.py:427(OutputsAggregator)
        1    0.000    0.000    0.000    0.000 pooling.py:642(Pooling3D)
        1    0.000    0.000    0.000    0.000 xmlreader.py:338(AttributesNSImpl)
        1    0.000    0.000    0.000    0.000 handler.py:345(LexicalHandler)
        1    0.000    0.000    0.000    0.000 profiler_v2.py:45(ProfilerOptions)
        1    0.000    0.000    0.000    0.000 multi.py:129(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 graph_manipulation.py:47(size_bytes)
        1    0.000    0.000    0.000    0.000 ns_types.py:13(NSSubgraph)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:76(Key)
        1    0.000    0.000    0.000    0.000 loss.py:898(MultiLabelMarginLoss)
        1    0.000    0.000    0.000    0.000 graph.py:326(save_on_cpu)
        1    0.000    0.000    0.000    0.000 sharding.py:21(_ShardingIterDataPipe)
        1    0.000    0.000    0.000    0.000 __init__.py:106(DelayedImportErrorModule)
        1    0.000    0.000    0.000    0.000 code.py:1190(ReprEntryNative)
        1    0.000    0.000    0.000    0.000 HistogramLUTWidget.py:13(HistogramLUTWidget)
        1    0.000    0.000    0.000    0.000 base.py:391(ValuesViewHDF5)
        1    0.000    0.000    0.000    0.000 index_tricks.py:717(IndexExpression)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:251(BareQuotedString)
        1    0.000    0.000    0.000    0.000 iter.py:233(RepeatIteratorVariable)
        1    0.000    0.000    0.000    0.000 composite_tensor_gradient.py:89(CompositeTensorGradientProtocol)
        1    0.000    0.000    0.000    0.000 _mock_val_ser.py:28(__init__)
        1    0.000    0.000    0.000    0.000 _schema_validator.py:54(PluggableSchemaValidator)
        1    0.000    0.000    0.000    0.000 loss.py:542(AbsoluteError)
        1    0.000    0.000    0.000    0.000 mobilenetv3.py:83(QuantizableInvertedResidual)
        1    0.000    0.000    0.000    0.000 maxvit.py:252(WindowDepartition)
        1    0.000    0.000    0.000    0.000 output_graph.py:138(VariableTrackerCacheKey)
        1    0.000    0.000    0.000    0.000 bytecode_analysis.py:175(FixedPointBox)
        1    0.000    0.000    0.000    0.000 ndim_array.py:590(ImmutableNDimArray)
        1    0.000    0.000    0.000    0.000 core.py:337(ComputedProperty)
        1    0.000    0.000    0.000    0.000 IceGrid_Descriptor_ice.py:1764(NodeUpdateDescriptor)
        1    0.000    0.000    0.000    0.000 IceGrid_Admin_ice.py:135(AdapterInfo)
        1    0.000    0.000    0.000    0.000 toolbars.py:60(FormattedTextToolbar)
        1    0.000    0.000    0.000    0.000 menus.py:683(_SelectedCompletionMetaControl)
        1    0.000    0.000    0.000    0.000 history.py:242(DummyHistory)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:86(ThreadedAutoSuggest)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:5(prepended_to_syspath)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:128(EnergyState)
        1    0.000    0.000    0.000    0.000 memory.py:938(AsyncMemorizedFunc)
        1    0.000    0.000    0.000    0.000 parallel.py:467(parallel_backend)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:67(GradientFile)
        1    0.000    0.000    0.000    0.000 d_variable.py:33(DSaveSpec)
        1    0.000    0.000    0.000    0.000 pretty_printer.py:265(_State)
        1    0.000    0.000    0.000    0.000 dataset_creator.py:22(DatasetCreator)
        1    0.000    0.000    0.000    0.000 pooling.py:1041(GlobalPooling2D)
        1    0.000    0.000    0.000    0.000 handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 saveable_object_util.py:570(TrackableSaveable)
        1    0.000    0.000    0.000    0.000 cross_device_ops.py:959(NcclAllReduce)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._dynamo.eval_frame.set_guard_error_hook}
        2    0.000    0.000    0.000    0.000 annotations.py:72(__init__)
        1    0.000    0.000    0.000    0.000 forward_ad.py:222(_set_fwd_grad_enabled)
        1    0.000    0.000    0.000    0.000 mypy_extensions.py:48(_TypedDictMeta)
        6    0.000    0.000    0.000    0.000 version.py:452(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 parameter_form_manager.py:449(<lambda>)
        1    0.000    0.000    0.000    0.000 context.py:6(Context)
        1    0.000    0.000    0.000    0.000 _special_sparse_arrays.py:835(MikotaPair)
        1    0.000    0.000    0.000    0.000 _linalg.py:24(EighResult)
        1    0.000    0.000    0.000    0.000 utils.py:1261(_Dummy)
        1    0.000    0.000    0.000    0.000 processes.py:233(ForkedProcess)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 auto_register_meta.py:310(SecondaryRegistry)
        1    0.000    0.000    0.000    0.000 argparse.py:980(__call__)
        2    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        1    0.000    0.000    0.000    0.000 text.py:40(AsciiUndirectedGlyphs)
        2    0.000    0.000    0.000    0.000 fft_ops.py:481(_rfft_grad_helper)
        6    0.000    0.000    0.000    0.000 iterables.py:858(<genexpr>)
        1    0.000    0.000    0.000    0.000 _stochastic_gradient.py:60(_ValidationScoreCallback)
        1    0.000    0.000    0.000    0.000 fcn.py:36(FCNHead)
        1    0.000    0.000    0.000    0.000 inception.py:398(BasicConv2d)
        1    0.000    0.000    0.000    0.000 _fsdp_api.py:49(__post_init__)
        1    0.000    0.000    0.000    0.000 types.py:82(ProfilerEndHook)
        1    0.000    0.000    0.000    0.000 single.py:2574(NthLinearEulerEqNonhomogeneousUndeterminedCoefficients)
        1    0.000    0.000    0.000    0.000 convert_frame.py:1306(CatchErrorsWrapper)
        1    0.000    0.000    0.000    0.000 IceGrid_Descriptor_ice.py:1566(ReplicaGroupDescriptor)
        1    0.000    0.000    0.000    0.000 tester.py:11(PytestTester)
        1    0.000    0.000    0.000    0.000 Ice_Metrics_ice.py:163(UnknownMetricsView)
        1    0.000    0.000    0.000    0.000 file_io.py:26(FolderIO)
        1    0.000    0.000    0.000    0.000 validation.py:102(_ValidatorFromCallable)
        1    0.000    0.000    0.000    0.000 terminal256.py:293(TerminalTrueColorFormatter)
        1    0.000    0.000    0.000    0.000 decorators.py:65(sphinx_options)
        1    0.000    0.000    0.000    0.000 base.py:233(DenseOutput)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:115(_WeakArrayKeyMap)
        1    0.000    0.000    0.000    0.000 polar.py:556(RadialTick)
        1    0.000    0.000    0.000    0.000 gridspec.py:461(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 cbook.py:143(_UnhashDict)
        1    0.000    0.000    0.000    0.000 colors.py:137(__init__)
        1    0.000    0.000    0.000    0.000 _json.py:1356(SeriesParser)
        1    0.000    0.000    0.000    0.000 initializers.py:45(Initializer)
        1    0.000    0.000    0.000    0.000 server_lib.py:495(ClusterDeviceFilters)
        1    0.000    0.000    0.000    0.000 transformer.py:356(Base)
        1    0.000    0.000    0.000    0.000 session.py:466(_FetchHandler)
        1    0.000    0.000    0.000    0.000 app.py:133(HelpXMLFlag)
        1    0.000    0.000    0.000    0.000 transforms.py:692(AbsTransform)
        1    0.000    0.000    0.000    0.000 dataframes.py:219(CaptureCall)
        1    0.000    0.000    0.000    0.000 packbits.py:7(PackBits)
        1    0.000    0.000    0.000    0.000 font.py:22(FontParameter)
        1    0.000    0.000    0.000    0.000 pydoc.py:1188(TextRepr)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncBinaryResolutionError)
