         17603381 function calls (16933937 primitive calls) in 69.669 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 __init__.py:517(cast)
        1    0.000    0.000    0.000    0.000 table.py:239(Table)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:623(_calc_mode)
        1    0.000    0.000    0.000    0.000 generics.py:38(LazyGenericManager)
        1    0.000    0.000    0.000    0.000 classes.py:748(Name)
        1    0.000    0.000    0.000    0.000 dataset_creator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tpu_embedding_v2_utils.py:916(Adam)
        1    0.000    0.000    0.000    0.000 styled.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spfun_stats.py:1(<module>)
        3    0.000    0.000    0.000    0.000 inverselaplace.py:668(__init__)
        1    0.000    0.000    0.000    0.000 cx5_registry.py:15(CX5FormatRegistry)
        1    0.000    0.000    0.000    0.000 ensemble_optimizer.py:11(EnsembleOptimizer)
        1    0.000    0.000    0.000    0.000 dtypes.py:155(CategoricalDtype)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringNewSampler2}
        3    0.000    0.000    0.000    0.000 repr.py:37(auto)
        1    0.000    0.000    0.000    0.000 tips.py:1(<module>)
       32    0.000    0.000    0.000    0.000 omero_model_Units_ice.py:218(__init__)
        2    0.000    0.000    0.000    0.000 coord.py:1(<module>)
        6    0.000    0.000    0.000    0.000 registry.py:81(lookup)
        4    0.000    0.000    0.000    0.000 {built-in method findText}
        1    0.000    0.000    0.000    0.000 compiler.py:280(_hash_hexdigest)
       18    0.000    0.000    0.000    0.000 base.py:520(register)
       43    0.000    0.000    0.000    0.000 core.py:4169(<genexpr>)
        1    0.000    0.000    0.000    0.000 trigonometric.py:3224(acsc)
       41    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1572(atanh)
        2    0.000    0.000    0.000    0.000 monitoring.py:426(__init__)
        1    0.000    0.000    0.000    0.000 bunch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:311(_validate_color_or_linecolor)
        1    0.000    0.000    0.000    0.000 extension_dict.py:1(<module>)
        1    0.000    0.000    0.000    0.000 data_adapter.py:1095(DataHandler)
       36    0.000    0.000    0.000    0.000 core.py:6485(isMaskedArray)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:63(__init__)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1206(asinh)
        1    0.000    0.000    0.000    0.000 _value_widget.py:23(BaseValueWidget)
       40    0.000    0.000    0.000    0.000 numeric.py:1855(isscalar)
        1    0.000    0.000    0.000    0.000 guards.py:603(GuardBuilder)
        1    0.000    0.000    0.000    0.000 watchdog.py:1(<module>)
        1    0.000    0.000    0.000    0.000 domainelement.py:1(<module>)
        1    0.000    0.000    0.000    0.000 forest_optimization.py:11(ForestOptimizer)
        1    0.000    0.000    0.000    0.000 __init__.py:484(validate)
        1    0.000    0.000    0.000    0.000 mirrored_strategy.py:310(MirroredExtended)
        1    0.000    0.000    0.000    0.000 conversion_helpers.py:47(_add_converter_methods)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 texture_buffer_object.py:12(_f)
        1    0.000    0.000    0.000    0.000 loss_scale_optimizer.py:283(LossScaleOptimizer)
        1    0.000    0.000    0.000    0.000 napari_stream_visualizer.py:605(NapariViewerServer)
        8    0.000    0.000    0.000    0.000 configparser.py:656(options)
        7    0.000    0.000    0.000    0.000 path.py:172(__add__)
        1    0.000    0.000    0.000    0.000 datatype.py:19(Datatype)
        1    0.000    0.000    0.000    0.000 xla_extension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quaternion.py:58(Quaternion)
        2    0.000    0.000    0.000    0.000 core.py:6744(__init__)
       46    0.000    0.000    0.000    0.000 argparse.py:1634(_check_conflict)
        2    0.000    0.000    0.000    0.000 ViewBox.py:324(getState)
        3    0.000    0.000    0.000    0.000 warnings.py:55(__init__)
       18    0.000    0.000    0.000    0.000 lazy_factory.py:1680(_register_lazy_class)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:2080(acsch)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        2    0.000    0.000    0.000    0.000 _decorators.py:172(_deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1884(asech)
        1    0.000    0.000    0.000    0.000 timeout.py:14(_TYPE_DEFAULT)
        2    0.000    0.000    0.000    0.000 offsetbox.py:45(_compat_get_offset)
       35    0.000    0.000    0.000    0.000 __init__.py:482(_sharded_op_impl)
        8    0.000    0.000    0.000    0.000 sympify.py:68(_is_numpy_instance)
        1    0.000    0.000    0.000    0.000 densetools.py:1(<module>)
       38    0.000    0.000    0.000    0.000 doc_controls.py:134(do_not_doc_inheritable)
        1    0.000    0.000    0.000    0.000 texture_view.py:12(_f)
        1    0.000    0.000    0.000    0.000 base.py:70(BackendBase)
       16    0.000    0.000    0.000    0.000 {cupy._core.fusion.fuse}
        1    0.000    0.000    0.000    0.000 linalg.py:43(EighResult)
        4    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
      107    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        2    0.000    0.000    0.000    0.000 adamax.py:29(Adamax)
        1    0.000    0.000    0.000    0.000 tf_decorator_export.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axisCtrlTemplate_generic.py:1(<module>)
       13    0.000    0.000    0.000    0.000 rcsetup.py:163(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 {built-in method statusBar}
       44    0.000    0.000    0.000    0.000 WidgetGroup.py:93(<lambda>)
        1    0.000    0.000    0.000    0.000 version.py:91(_BaseVersion)
        6    0.000    0.000    0.000    0.000 ipapp.py:99(<lambda>)
        1    0.000    0.000    0.000    0.000 coordinator.py:27(Coordinator)
        1    0.000    0.000    0.000    0.000 namespace.py:33(NamespaceMagics)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:458(__init__)
       61    0.000    0.000    0.000    0.000 {built-in method isWindow}
      367    0.000    0.000    0.000    0.000 extensions.py:1869(<lambda>)
       46    0.000    0.000    0.000    0.000 thrust.py:8(FuncWrapper)
        1    0.000    0.000    0.000    0.000 prefilter.py:485(AutocallChecker)
        1    0.000    0.000    0.000    0.000 absltest.py:2468(TestLoader)
       10    0.000    0.000    0.000    0.000 argparse.py:1571(_get_positional_kwargs)
       15    0.000    0.000    0.000    0.000 dtypes.py:2228(construct_from_string)
        1    0.000    0.000    0.000    0.000 internalformat_query.py:12(_f)
        1    0.000    0.000    0.000    0.000 linalg.py:51(SlogdetResult)
        1    0.000    0.000    0.000    0.000 __init__.py:619(WorkingSet)
        1    0.000    0.000    0.000    0.000 __init__.py:84(InferenceState)
        1    0.000    0.000    0.000    0.000 parameter_server_strategy.py:160(ParameterServerStrategyExtended)
        8    0.000    0.000    0.000    0.000 docscrape.py:187(_strip)
        1    0.000    0.000    0.000    0.000 numpy_pickle_utils.py:1(<module>)
        7    0.000    0.000    0.000    0.000 type_spec.py:1039(register_type_spec_from_value_converter)
       35    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {built-in method setRect}
        6    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 uniform.py:15(Uniform)
        1    0.000    0.000    0.000    0.000 _polyint.py:52(__init__)
        1    0.000    0.000    0.000    0.000 graph.py:71(Graph)
        1    0.000    0.000    0.000    0.000 type_registry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _limiter_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conv.py:1174(ConvTranspose3d)
        1    0.000    0.000    0.000    0.000 app.py:64(setup_application)
        1    0.000    0.000    0.000    0.000 validators.py:330(_DeepIterable)
       48    0.000    0.000    0.000    0.000 getlimits.py:696(min)
        1    0.000    0.000    0.000    0.000 response.py:569(HTTPResponse)
        1    0.000    0.000    0.000    0.000 error.py:29(__init__)
        2    0.000    0.000    0.000    0.000 isotropic.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:776(runtime_checkable)
        1    0.000    0.000    0.000    0.000 _regression.py:16(KNeighborsRegressor)
        1    0.000    0.000    0.000    0.000 ensemble_optimizer.py:30(EnsembleOptimizer)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       93    0.000    0.000    0.000    0.000 __init__.py:1369(disable)
      123    0.000    0.000    0.000    0.000 custom_ops.py:357(register_fake)
       15    0.000    0.000    0.000    0.000 __init__.py:637(path)
      166    0.000    0.000    0.000    0.000 _docscrape.py:47(reset)
        1    0.000    0.000    0.000    0.000 error_functions.py:2525(fresnelc)
        1    0.000    0.000    0.000    0.000 loss_scale_optimizer.py:10(LossScaleOptimizer)
      205    0.000    0.000    0.000    0.000 np_utils.py:310(is_check_link)
        1    0.000    0.000    0.000    0.000 powerset.py:10(PowerSet)
        2    0.000    0.000    0.000    0.000 {built-in method time.tzset}
        1    0.000    0.000    0.000    0.000 dummy.py:34(DummyClassifier)
        1    0.000    0.000    0.000    0.000 effects.py:20(_EffectType)
        2    0.000    0.000    0.000    0.000 {built-in method torch.bitwise_right_shift}
       87    0.000    0.000    0.000    0.000 kl.py:965(<lambda>)
       50    0.000    0.000    0.000    0.000 mlir.py:2183(lower_fun)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:1(<module>)
     45/3    0.000    0.000    0.000    0.000 lazy_gpu_imports.py:72(_ensure_imported)
        2    0.000    0.000    0.000    0.000 symbolic_opset18.py:95(_reduce_with_dtype)
        2    0.000    0.000    0.000    0.000 ordinals.py:81(__new__)
       23    0.000    0.000    0.000    0.000 pythonmpq.py:103(_new)
        1    0.000    0.000    0.000    0.000 _pytest_impl.py:29(_TestingParameterizeMixin)
        1    0.000    0.000    0.000    0.000 _mangling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pyio.py:2176(close)
      105    0.000    0.000    0.000    0.000 docscrape.py:42(__getitem__)
        1    0.000    0.000    0.000    0.000 linalg.py:47(QRResult)
        2    0.000    0.000    0.000    0.000 rtypes.py:325(__init__)
        1    0.000    0.000    0.000    0.000 project.py:59(Project)
        1    0.000    0.000    0.000    0.000 geometric.py:19(Geometric)
        1    0.000    0.000    0.000    0.000 omero_Scripts_ice.py:956(ProcessPrx)
        1    0.000    0.000    0.000    0.000 concrete_function.py:1018(ConcreteFunction)
        1    0.000    0.000    0.000    0.000 base.py:22(Output)
        4    0.000    0.000    0.000    0.000 _elffile.py:91(_read)
        1    0.000    0.000    0.000    0.000 _elliptic_envelope.py:15(EllipticEnvelope)
        1    0.000    0.000    0.000    0.000 expected_improvement.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compile_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _geometry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 retinanet.py:210(RetinaNetRegressionHead)
        1    0.000    0.000    0.000    0.000 emacs_state.py:1(<module>)
      125    0.000    0.000    0.000    0.000 utils.py:37(__init__)
       19    0.000    0.000    0.000    0.000 overrides.py:2068(_pop_mode)
        1    0.000    0.000    0.000    0.000 polynomial.py:1077(poly1d)
        1    0.000    0.000    0.000    0.000 discriminant_analysis.py:839(QuadraticDiscriminantAnalysis)
       12    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 image.py:233(_ImageBase)
        1    0.000    0.000    0.000    0.000 approximants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 omero_model_OriginalFile_ice.py:96(OriginalFile)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:1704(CustomCallOp)
        2    0.000    0.000    0.000    0.000 __init__.py:144(is_cpython)
        1    0.000    0.000    0.000    0.000 resource_loader.py:99(get_path_to_datafile)
        1    0.000    0.000    0.000    0.000 itt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sym_node.py:66(SymNode)
        1    0.000    0.000    0.000    0.000 functions.py:582(SkipFunctionVariable)
       29    0.000    0.000    0.000    0.000 cupy_registry.py:49(is_library_available)
        1    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
        1    0.000    0.000    0.000    0.000 omero_local.py:145(_register_formats)
        1    0.000    0.000    0.000    0.000 mesh.py:194(Mesh)
        1    0.000    0.000    0.000    0.000 request.py:47(_TYPE_FAILEDTELL)
        1    0.000    0.000    0.000    0.000 main.py:299(_initialize_log_viewer)
        6    0.000    0.000    0.000    0.000 numbers.py:3567(__hash__)
        8    0.000    0.000    0.000    0.000 ctx_iv.py:30(convert_mpf_)
        1    0.000    0.000    0.000    0.000 differentiation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1570(CirclePolygon)
        1    0.000    0.000    0.000    0.000 core.py:1679(UnshapedArray)
        1    0.000    0.000    0.000    0.000 pyclesperanto_registry.py:20(PyclesperantoRegistry)
        1    0.000    0.000    0.000    0.000 axis.py:37(Tick)
        2    0.000    0.000    0.000    0.000 case.py:394(__init__)
        3    0.000    0.000    0.000    0.000 traitlets.py:2731(__init__)
        1    0.000    0.000    0.000    0.000 rnn.py:12(RNN)
       16    0.000    0.000    0.000    0.000 auto_register_meta.py:548(_get_registration_key)
      181    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:300(ServerContext)
        1    0.000    0.000    0.000    0.000 custom_ops.py:148(CustomOpDef)
        3    0.000    0.000    0.000    0.000 function_selector_dialog.py:377(clear_metadata_cache)
        1    0.000    0.000    0.000    0.000 random_search.py:11(RandomSearchOptimizer)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:1798(MutableHashTable)
        1    0.000    0.000    0.000    0.000 memory_format.py:1(<module>)
        3    0.000    0.000    0.000    0.000 serialization.py:278(add_safe_globals)
        1    0.000    0.000    0.000    0.000 pattern_search.py:11(PatternSearch)
        1    0.000    0.000    0.000    0.000 omero_FS_ice.py:706(FileServerPrx)
       14    0.000    0.000    0.000    0.000 _make.py:1691(_make_order)
        1    0.000    0.000    0.000    0.000 boolalg.py:1240(Equivalent)
        1    0.000    0.000    0.000    0.000 heaps.py:132(PairingHeap)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 monokai.py:21(MonokaiStyle)
        2    0.000    0.000    0.000    0.000 selectors.py:247(unregister)
        1    0.000    0.000    0.000    0.000 ui_file.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:1041(aot_inductor)
        1    0.000    0.000    0.000    0.000 plotConfigTemplate_generic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 type_testing.py:1(<module>)
       18    0.000    0.000    0.000    0.000 capture_container.py:34(__init__)
        1    0.000    0.000    0.000    0.000 unparser.py:27(Unparser)
        1    0.000    0.000    0.000    0.000 lite.py:2782(TFLiteKerasModelConverter)
       22    0.000    0.000    0.000    0.000 ad.py:956(defjvp2)
        2    0.000    0.000    0.000    0.000 {method '__eq__' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 metaxpress_registry.py:15(MetaXpressFormatRegistry)
        1    0.000    0.000    0.000    0.000 protocols.py:52(WidgetProtocol)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1070(csch)
        1    0.000    0.000    0.000    0.000 options.py:320(OptimizationOptions)
        1    0.000    0.000    0.000    0.000 _robust_covariance.py:581(MinCovDet)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:371(_list_schema)
        1    0.000    0.000    0.000    0.000 _dcsrch.py:1(<module>)
        4    0.000    0.000    0.000    0.000 source_info_util.py:65(register_exclusion)
        1    0.000    0.000    0.000    0.000 mixed_precision_global_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:119(Cycler)
        1    0.000    0.000    0.000    0.000 user_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen os>:694(__delitem__)
        1    0.000    0.000    0.000    0.000 riccati.py:1(<module>)
       26    0.000    0.000    0.000    0.000 {built-in method bottomRight}
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:22(LogitRelaxedBernoulli)
        1    0.000    0.000    0.000    0.000 adadelta.py:28(Adadelta)
        1    0.000    0.000    0.000    0.000 backends.py:207(_dispatchable)
        1    0.000    0.000    0.000    0.000 heaps.py:13(MinHeap)
        1    0.000    0.000    0.000    0.000 ufunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 system_monitor.py:483(_update_graph_layout)
        1    0.000    0.000    0.000    0.000 _button_widget.py:19(ButtonWidget)
        2    0.000    0.000    0.000    0.000 core.py:2984(__init__)
        8    0.000    0.000    0.000    0.000 mock.py:329(_delegating_property)
        1    0.000    0.000    0.000    0.000 unsupported_features_checker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 monitoring.py:199(get_cell)
        1    0.000    0.000    0.000    0.000 _coo.py:18(coo_matrix)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2142(DynamicConvOp)
        2    0.000    0.000    0.000    0.000 deprecation.py:80(wrap)
        1    0.000    0.000    0.000    0.000 dtypes.py:424(issubdtype)
       48    0.000    0.000    0.000    0.000 argparse.py:252(add_text)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_InitEagerTensor}
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipstruct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fsdp.py:317(DTensorExtensions)
        1    0.000    0.000    0.000    0.000 simulated_annealing.py:13(SimulatedAnnealingOptimizer)
        1    0.000    0.000    0.000    0.000 functoolz.py:168(curry)
        1    0.000    0.000    0.000    0.000 numeric.py:2123(identity)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
       10    0.000    0.000    0.000    0.000 utils.py:800(clear_on_fresh_inductor_cache)
        1    0.000    0.000    0.000    0.000 GradientEditorItem.py:375(GradientEditorItem)
      128    0.000    0.000    0.000    0.000 jit.py:233(__init__)
       35    0.000    0.000    0.000    0.000 batching.py:988(defbroadcasting)
        1    0.000    0.000    0.000    0.000 lsun.py:57(LSUN)
        1    0.000    0.000    0.000    0.000 text.py:1631(Annotation)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1025(argsort)
        3    0.000    0.000    0.000    0.000 __init__.py:112(_nvml_based_avail)
        1    0.000    0.000    0.000    0.000 offsetbox.py:202(OffsetBox)
       10    0.000    0.000    0.000    0.000 _config_module.py:264(__setattr__)
        8    0.000    0.000    0.000    0.000 __init__.py:206(<genexpr>)
        2    0.000    0.000    0.000    0.000 socket.py:376(__setattr__)
        1    0.000    0.000    0.000    0.000 op_hint.py:88(OpHint)
        1    0.000    0.000    0.000    0.000 regnet.py:185(BlockParams)
        1    0.000    0.000    0.000    0.000 config.py:105(GlobalPipelineConfig)
       12    0.000    0.000    0.000    0.000 argparse.py:256(add_usage)
        1    0.000    0.000    0.000    0.000 omero_model_Mask_ice.py:153(MaskPrx)
        1    0.000    0.000    0.000    0.000 _ridge.py:1349(RidgeClassifier)
        1    0.000    0.000    0.000    0.000 config.py:406(default_debug_dir_root)
        1    0.000    0.000    0.000    0.000 config.py:256(get_default_pyqt_gui_config)
        2    0.000    0.000    0.000    0.000 portalocker.py:355(locker)
        2    0.000    0.000    0.000    0.000 __init__.py:425(pass_none)
        1    0.000    0.000    0.000    0.000 symbol.py:510(Wild)
       46    0.000    0.000    0.000    0.000 logic.py:92(fuzzy_bool)
        2    0.000    0.000    0.000    0.000 _pyio.py:824(close)
        2    0.000    0.000    0.000    0.000 weakref.py:194(get)
        1    0.000    0.000    0.000    0.000 tf2onnx_lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:154(inner)
        1    0.000    0.000    0.000    0.000 pprint.py:59(PrettyPrinter)
       67    0.000    0.000    0.000    0.000 {built-in method fromhex}
        1    0.000    0.000    0.000    0.000 gen_trt_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 imdb.py:1(<module>)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
        1    0.000    0.000    0.000    0.000 nvtx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2393(StrategyExtendedV2)
        1    0.000    0.000    0.000    0.000 code.py:435(ExceptionInfo)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1141(sech)
        1    0.000    0.000    0.000    0.000 persistent_system_monitor.py:285(start_monitoring)
        1    0.000    0.000    0.000    0.000 layout.py:351(Layout)
        1    0.000    0.000    0.000    0.000 core.py:720(add_condition)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 metrics.py:74(Metric)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3684(genhyperbolic_gen)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:1(<module>)
        4    0.000    0.000    0.000    0.000 contextlib.py:543(_push_cm_exit)
        2    0.000    0.000    0.000    0.000 contextlib.py:305(asynccontextmanager)
        1    0.000    0.000    0.000    0.000 tifffile.py:12233(TiffPageSeries)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
       23    0.000    0.000    0.000    0.000 core.py:4417(<genexpr>)
        1    0.000    0.000    0.000    0.000 internals.py:38(QPainterPathPrivateQt6)
        5    0.000    0.000    0.000    0.000 _adapters.py:163(wrap_spec)
        1    0.000    0.000    0.000    0.000 _concrete.py:802(ListDataView)
        1    0.000    0.000    0.000    0.000 _semi_structured_conversions.py:1(<module>)
      100    0.000    0.000    0.000    0.000 typing.py:3013(<lambda>)
        1    0.000    0.000    0.000    0.000 _address.py:12(Address)
        1    0.000    0.000    0.000    0.000 callback.py:6(Callback)
        1    0.000    0.000    0.000    0.000 plot_bounding_box_gallery.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _gufuncs.py:144(_OpsRegister)
        1    0.000    0.000    0.000    0.000 pycode.py:682(MpmathPrinter)
        1    0.000    0.000    0.000    0.000 temp.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {built-in method scenePos}
        1    0.000    0.000    0.000    0.000 training_utils_v1.py:72(Aggregator)
       36    0.000    0.000    0.000    0.000 {built-in method setY}
        1    0.000    0.000    0.000    0.000 context.py:40(Context)
        1    0.000    0.000    0.000    0.000 _softmax.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method setWindowFlags}
      161    0.000    0.000    0.000    0.000 util.py:242(escape_re_range_char)
        2    0.000    0.000    0.000    0.000 {built-in method itemAt}
        1    0.000    0.000    0.000    0.000 __init__.py:1137(flush)
       12    0.000    0.000    0.000    0.000 core.py:41(getattr_wrapped)
        1    0.000    0.000    0.000    0.000 keras_saveable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 single.py:42(SingleODEProblem)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9852(truncpareto_gen)
        2    0.000    0.000    0.000    0.000 orthogonal.py:1(<module>)
        4    0.000    0.000    0.000    0.000 PlotWidget.py:87(viewRangeChanged)
        1    0.000    0.000    0.000    0.000 plot_implicit.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:16(_deprecation_notice)
        1    0.000    0.000    0.000    0.000 {method '__xor__' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 sql.py:1614(SQLDatabase)
        2    0.000    0.000    0.000    0.000 session.py:151(register_session_run_conversion_functions)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(__init__)
        1    0.000    0.000    0.000    0.000 hints.py:114(DeviceProperties)
        1    0.000    0.000    0.000    0.000 lock_util.py:20(GroupLock)
        1    0.000    0.000    0.000    0.000 nodes.py:499(Collector)
        1    0.000    0.000    0.000    0.000 typing.py:331(PyTreeTypeVar)
        1    0.000    0.000    0.000    0.000 who.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stochastic_hill_climbing.py:13(StochasticHillClimbingOptimizer)
       30    0.000    0.000    0.000    0.000 token.py:24(__init__)
       23    0.000    0.000    0.000    0.000 typing_extensions.py:1364(is_typeddict)
        1    0.000    0.000    0.000    0.000 dictionary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nn_module.py:764(UnspecializedNNModuleVariable)
        1    0.000    0.000    0.000    0.000 _infra.py:46(Tag)
        5    0.000    0.000    0.000    0.000 utils.py:35(wrapper)
        2    0.000    0.000    0.000    0.000 ButtonItem.py:26(setImageFile)
        6    0.000    0.000    0.000    0.000 weakref.py:510(update)
        1    0.000    0.000    0.000    0.000 GraphicsWidgetAnchor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'memset_async' of 'cupy.cuda.memory.MemoryPointer' objects}
        2    0.000    0.000    0.000    0.000 {built-in method screen}
        1    0.000    0.000    0.000    0.000 operation.py:15(Operation)
        1    0.000    0.000    0.000    0.000 sets.py:1912(FiniteSet)
      117    0.000    0.000    0.000    0.000 extension_type.py:219(<genexpr>)
        1    0.000    0.000    0.000    0.000 dirichlet.py:20(_Dirichlet)
        1    0.000    0.000    0.000    0.000 pde.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:31(PerformanceMonitorConfig)
       13    0.000    0.000    0.000    0.000 {built-in method moveTo}
        1    0.000    0.000    0.000    0.000 multidimensional.py:1(<module>)
       16    0.000    0.000    0.000    0.000 ViewBox.py:520(_effectiveLimits)
        8    0.000    0.000    0.000    0.000 ViewBox.py:1061(linkedYChanged)
        3    0.000    0.000    0.000    0.000 _generate_schema.py:957(_get_args_resolving_forward_refs)
        1    0.000    0.000    0.000    0.000 functoolz.py:473(Compose)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 _tensor.py:1104(__floordiv__)
        1    0.000    0.000    0.000    0.000 omero_api_IRenderingSettings_ice.py:409(IRenderingSettingsPrx)
        1    0.000    0.000    0.000    0.000 nodes.py:128(Node)
        1    0.000    0.000    0.000    0.000 ops.py:4896(enable_eager_execution)
        2    0.000    0.000    0.000    0.000 vmap.py:39(doesnt_support_saved_tensors_hooks)
        1    0.000    0.000    0.000    0.000 print_results.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:2928(motzkin)
        3    0.000    0.000    0.000    0.000 expr.py:185(__neg__)
        1    0.000    0.000    0.000    0.000 config.py:659(string_state)
        1    0.000    0.000    0.000    0.000 build.py:1(<module>)
       31    0.000    0.000    0.000    0.000 combinations.py:279(__init__)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:1955(decorator)
       12    0.000    0.000    0.000    0.000 magic_arguments.py:199(real_name)
        6    0.000    0.000    0.000    0.000 _config.py:360(check_deprecated)
        1    0.000    0.000    0.000    0.000 drawing.py:54(Drawing)
        1    0.000    0.000    0.000    0.000 _polyint.py:115(_set_yi)
        1    0.000    0.000    0.000    0.000 random_annealing.py:11(RandomAnnealingOptimizer)
        1    0.000    0.000    0.000    0.000 _omp.py:894(OrthogonalMatchingPursuitCV)
        1    0.000    0.000    0.000    0.000 repulsing_hill_climbing.py:13(RepulsingHillClimbingOptimizer)
        1    0.000    0.000    0.000    0.000 ntheory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ultratb.py:441(VerboseTB)
